Intersection,All_Motorized_Vehicles_AADT_24Hour_Volume,Percent_Trucks,Pedestrians_Not_Factored,Bicycles_Not_Factored,Date_Collected,X,Y,LAT,LONG,FID
JOHN ST @ THOMAS ST,1060,0.0634,163,8,1.5731E+12,367963.6971,5033899.593,45.44217403,-75.69259158,800
JOHN SUTHERLAND DR @ RICHMOND RD,26720,0.0288,8,5,1.54761E+12,358786.6649,5022150.494,45.3372251,-75.81117577,801
JOHNSTON RD @ 65M W OF ALLANFORD AVE E,6921,0.0308,85,6,1.57604E+12,373023.4503,5025868.681,45.3694401,-75.62903226,802
JOHNSTON RD @ TAPIOLA CRES E,7692,0.0268,130,26,1.55789E+12,372254.7284,5025674.519,45.36776751,-75.63887146,803
JOHNSTON RD @ TAPIOLA CRES W,9721,0.0249,62,6,1.55305E+12,371570.7365,5025266.519,45.36416197,-75.64765747,804
JOHNSTON RD @ ZAIDAN DR,8588,0.021,78,47,1.57068E+12,372796.5687,5025722.043,45.36814276,-75.63194856,805
JOSHUA ST @ RENAUD RD,12524,0.026,94,2,1.56809E+12,381156.426,5032327.413,45.42671233,-75.52421799,806
KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL,12372,0.0336,106,4,1.55064E+12,350286.5926,5019728.825,45.31603687,-75.91984589,807
KARSH DR @ FARDON WAY/TOPLEY CRES E,1564,0.0776,69,7,1.57068E+12,374094.7386,5026248.524,45.37275266,-75.6153041,808
KATIMAVIK RD @ CURRAN ST/DAVIS AVE,8464,0.059,54,1,1.55064E+12,351461.6069,5018494.455,45.30485261,-75.90497632,809
KATIMAVIK RD @ MCGIBBON DR/SEWELL WAY,8990,0.0476,137,0,1.55064E+12,351725.6108,5018738.459,45.30703063,-75.90158686,810
KATIMAVIK RD @ MCGIBBON DR/SEWELL WAY,8293,0.0413,133,11,1.55668E+12,351725.6108,5018738.459,45.30703063,-75.90158686,811
KELLY FARM DR @ LEITRIM RD,16898,0.0677,0,0,1.57656E+12,374359.7325,5020969.716,45.32522985,-75.61266379,812
KENASTON ST @ MICHAEL ST,5223,0.0784,10,11,1.5699E+12,372955.7365,5031116.574,45.41666494,-75.6291717,813
KENDER AVE @ OGILVIE RD,4049,0.013,283,109,1.56705E+12,375256.7206,5035525.6,45.4561069,-75.5991445,814
KENDER AVE @ OGILVIE RD,4904,0.0254,343,32,1.55608E+12,375256.7206,5035525.6,45.4561069,-75.5991445,815
KENNEVALE DR @ MERNER AVE,4671,0.0347,40,1,1.55305E+12,361961.6675,5014350.435,45.26678853,-75.77156799,816
KENT ST @ MACLAREN ST,16745,0.0264,1411,23,1.55176E+12,367572.7103,5030742.568,45.41380339,-75.69799139,817
KENT ST @ QUEEN ST,23534,0.0446,14655,107,1.57535E+12,367179.6944,5031386.58,45.41963316,-75.7029307,818
KENT ST @ SLATER ST,29308,0.0387,15701,76,1.57535E+12,367261.7074,5031252.587,45.41842022,-75.70189985,819
KILBORN AVE @ FEATHERSTON DR/ROSEGLEN PRIV,7347,0.0277,332,175,1.57051E+12,371263.7258,5027849.529,45.38743214,-75.65122846,820
KILBORN AVE @ KILBORN PL/LAMIRA ST,9566,0.0262,357,35,1.57595E+12,369744.7236,5027678.532,45.38603606,-75.67064723,821
KIMPTON DR @ OVERLAND DR,1687,0.0204,57,27,1.56524E+12,349048.3159,5015120.361,45.27464757,-75.93604977,822
KINBURN SIDE RD @ LIMESTONE RD,1367,0.0935,0,0,1.55418E+12,333269.5516,5031635.594,45.42407567,-76.13619607,823
KINBURN SIDE RD @ MOHRS RD,1374,0.0823,0,0,1.55418E+12,328149.4818,5027102.596,45.3834753,-76.20183758,824
KINBURN SIDE RD @ TORBOLTON RIDGE RD,1386,0.0969,0,0,1.55418E+12,335803.5837,5033865.629,45.44403453,-76.10367474,825
KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV,19613,0.0531,5994,30,1.54701E+12,368849.7068,5031852.575,45.42367513,-75.68153335,826
KING EDWARD AVE @ TEMPLETON ST,19728,0.0496,5535,15,1.54701E+12,369059.709,5031507.582,45.42055174,-75.67889509,827
KING EDWARD AVE @ WILBROD ST,16791,0.0214,2776,34,1.54701E+12,368675.7085,5032139.583,45.42627343,-75.68371936,828
KINGSMERE AVE @ LENESTER AVE,2927,0.0224,105,49,1.57172E+12,362414.69,5025767.528,45.36948235,-75.76446746,829
BYRON AVE @ KENSINGTON AVE,7462,0.0101,51,61,1.5731E+12,364100.6876,5028533.555,45.39422998,-75.74261294,830
BYRON AVE @ REDWOOD AVE,3148,0.0165,337,262,1.5604E+12,361998.686,5027178.534,45.38221252,-75.76961447,831
BYRON AVE @ ROOSEVELT AVE,6891,0.0156,575,15,1.55124E+12,363035.6894,5028061.549,45.39007233,-75.75626962,832
BYRON AVE @ TWEEDSMUIR AVE,7516,0.0114,164,11,1.55124E+12,363592.6901,5028304.553,45.39221229,-75.7491278,833
BYRON AVE @ WINDERMERE AVE,2837,0.0108,204,279,1.5604E+12,362316.9449,5027481.239,45.38491017,-75.7655156,834
CADBORO RD @ OGILVIE RD,30587,0.021,431,42,1.54701E+12,373600.7221,5032664.563,45.43052985,-75.62071546,835
CAHILL DR @ PLANTE DR,949,0.1209,339,91,1.57068E+12,370634.7338,5024123.509,45.35396605,-75.65975668,836
CAHILL DR @ ROSEGARDEN CRES W,2220,0.0709,68,16,1.55547E+12,372044.7262,5024864.51,45.36049953,-75.64166227,837
CAHILL DR @ SOUTHPORT DR,3417,0.0547,121,6,1.55547E+12,372322.3893,5024686.253,45.35886895,-75.63814283,838
CAMBIE RD / MOUNT NEBO WAY @ RALPH HENNESSY AVE,3346,0.1666,26,0,1.55375E+12,369105.3462,5014958.429,45.27164234,-75.68046359,839
CAMBRIAN RD @ KILBIRNIE DR/TUCANA WAY,11417,0.0338,225,1,1.55116E+12,365113.84,5013068.72,45.25499241,-75.73155784,840
CAMBRIAN RD @ RIVER MIST RD,11051,0.0526,436,14,1.5718E+12,364357.19,5012611.71,45.25094467,-75.74125202,841
CAMPBELLCROFT RD @ DALMENY RD,2079,0.0858,1,0,1.57414E+12,384146.8578,5003320.15,45.16539091,-75.49064939,842
CAMPEAU DR @ PALLADIUM DR,6809,0.1011,27,1,1.57405E+12,348542.2286,5017628.875,45.29725171,-75.94227845,843
CANAAN RD @ REGIONAL RD 174,22457,0.0381,0,0,1.54753E+12,395771.816,5043413.551,45.52470197,-75.33542626,844
CANON SMITH DR @ FITZROY ST,597,0.0412,5,0,1.55426E+12,327967.5981,5037645.694,45.4783526,-76.20366406,845
CANON SMITH DR @ GALETTA SIDE RD,1625,0.0535,0,4,1.55426E+12,329165.5839,5036251.67,45.46576791,-76.18841002,846
CANOTEK RD @ SHEFFORD RD,19225,0.0349,134,2,1.5477E+12,376029.7283,5035093.598,45.45214165,-75.58932468,847
CANYON WALK DR @ EARL ARMSTRONG RD,21146,0.036,34,1,1.57665E+12,369397.09,5015630.149,45.27765965,-75.67665846,848
CAPITAL DR @ GRENFELL CRES,1752,0.0748,29,31,1.57068E+12,365826.6979,5020437.483,45.32123463,-75.72156992,849
CARINA CRES W @ HALF MOON BAY,1319,0.0331,20,0,1.55116E+12,364713.9329,5013178.133,45.25601108,-75.7366393,850
CARLING AVE @ CARLINGWOOD SC,27704,0.0412,343,2,1.54813E+12,362073.0121,5025919.029,45.37087355,-75.76881154,851
CARLING AVE @ CRYSTAL BEACH DR,18255,0.0173,88,150,1.56342E+12,357016.66,5023789.507,45.35210701,-75.83358496,852
CARLING AVE @ FISHER AVE,35237,0.0263,149,23,1.57414E+12,365330.6934,5027972.55,45.38907694,-75.72697358,853
CARLING AVE @ HARE AVE,25400,0.0248,59,2,1.55124E+12,362380.6904,5026133.533,45.37277843,-75.76485881,854
CARLING AVE @ LEBRETON ST,25239,0.0233,454,194,1.56826E+12,367184.7094,5029167.556,45.39966659,-75.70314744,855
CARLING AVE @ MAPLECREST AVE,27212,0.0244,59,20,1.57189E+12,362600.6896,5026252.524,45.37383099,-75.76203636,856
CARLING AVE @ SCHNEIDER RD,12299,0.0223,11,5,1.55487E+12,351624.6267,5022236.497,45.3385135,-75.90254382,857
CARLING AVE @ TRANSITWAY - LINCOLN FIE,26476,0.046,275,9,1.55185E+12,361136.68,5025351.523,45.36584307,-75.78082919,858
CARLINGWOOD SC @ WOODROFFE AVE,21327,0.028,113,4,1.54813E+12,361845.6822,5026036.535,45.3719494,-75.77169999,859
CARP RD @ DONALD B. MUNRO DR,5743,0.0331,102,4,1.55418E+12,341192.5404,5022821.523,45.34439649,-76.03560337,860
CARP RD @ GALETTA SIDE RD,2653,0.0513,1,3,1.55426E+12,328151.5851,5035348.653,45.45767685,-76.20141987,861
CARP RD @ JUANITA AVE,3104,0.0243,26,8,1.55418E+12,340738.5364,5023332.522,45.34901807,-76.04135949,862
CARP RD @ KINBURN SIDE RD,2783,0.0795,0,0,1.57362E+12,332255.5445,5030755.599,45.41619766,-76.14920256,863
CARP RD @ MCGEE SIDE RD,6605,0.0794,0,4,1.55478E+12,344196.5535,5019441.487,45.31381942,-75.99754029,864
CARP RD @ RICHARDSON SIDE RD,17824,0.1189,1,2,1.57492E+12,346209.5557,5017160.457,45.29317806,-75.97205827,865
CARP RD @ ROTHBOURNE RD,22130,0.047,11,4,1.55616E+12,348253.5717,5014875.436,45.2724932,-75.94619984,866
CARP RD/HWY 417 CARP IC144R63 @ HWY 417 CARP I,23753,0.0952,0,0,1.5477E+12,347300.5774,5015926.447,45.28200885,-75.95825487,867
CARRIERE ST @ MICHAELSEM ST,2228,0.0245,47,13,1.56809E+12,381344.7554,5036794.582,45.46688378,-75.52111664,868
CARSONBY RD @ FIRST LINE RD,1565,0.0806,0,0,1.57371E+12,369214.7032,5005848.355,45.18966045,-75.68024931,869
CARSONBY RD @ FOURTH LINE RD,1743,0.063,0,0,1.57128E+12,363611.653,5002525.314,45.16024865,-75.75193973,870
CARSONBY RD @ PRINCE OF WALES DR,4260,0.0396,0,1,1.57128E+12,366377.6691,5004125.318,45.17440983,-75.71656302,871
CARSON'S RD @ CHARLESWOOD AVE,2057,0.0629,536,14,1.55608E+12,372952.7259,5033972.59,45.44236225,-75.6288149,872
CARTIER ST @ SOMERSET ST,8019,0.0527,3219,192,1.57431E+12,368315.7024,5031289.581,45.41865819,-75.68842908,873
CARTOGRAPHE ST @ MISHAWASKODE ST,861,0.0324,91,7,1.56031E+12,385384.4229,5040260.859,45.49761552,-75.46889527,874
CASSIDY RD @ GRANGEMILL AVE,3750,0.031,0,1,1.55668E+12,358932.6621,5021271.484,45.32930447,-75.80940925,875
CASSON WAY @ VARLEY DR,3531,0.0274,125,16,1.55487E+12,351146.6201,5021664.491,45.33339821,-75.90869616,876
CASTOR RD @ GREGOIRE RD,1079,0.0726,0,0,1.57405E+12,394110.8272,5007047.33,45.19773457,-75.36325676,877
CATHCART ST @ KING EDWARD AVE NB,44740,0.0726,196,16,1.57431E+12,368093.703,5033120.592,45.43515311,-75.69103008,878
CATHCART ST @ KING EDWARD AVE SB/MACDONALD-CAR,44899,0.0718,453,23,1.57431E+12,368087.3751,5033096.65,45.43493826,-75.69111403,879
CAVAN ST @ CHATELAIN AVE,1828,0.1733,44,2,1.55064E+12,364568.7055,5026597.538,45.37677027,-75.73687039,880
CEDARHILL DR N @ CEDARVIEW RD,8061,0.0136,0,0,1.55185E+12,360636.674,5017192.45,45.29246767,-75.78813182,881
CEDAROW CRT @ HAZELDEAN RD,25110,0.0369,54,51,1.56463E+12,350593.6033,5015763.442,45.28033527,-75.91629657,882
CEDARVIEW RD @ WEST HUNT CLUB RD,50303,0.0298,0,3,1.54753E+12,359718.6774,5019554.478,45.31379371,-75.7995729,883
CEDARVIEW RD @ WOODSIA AVE,8258,0.0093,2,1,1.55116E+12,361086.6694,5016142.438,45.2829837,-75.78251436,884
CENTREPOINTE DR @ PASEO PRIV,12312,0.0155,274,10,1.55297E+12,362512.5921,5022862.462,45.34333476,-75.76355686,885
CENTURY RD @ MALAKOFF RD,1510,0.0923,0,0,1.57371E+12,360006.6262,5002789.309,45.16291529,-75.79776145,886
CENTURY RD @ PRINCE OF WALES DR,5482,0.0451,0,1,1.5712E+12,365690.6831,5006091.908,45.19216505,-75.72506251,887
CENTURY RD E @ SECOND LINE RD E,1307,0.0728,1,2,1.5712E+12,365983.9241,5006391.877,45.19483881,-75.72129406,888
CHAMBERLAIN AVE @ GLENDALE AVE,12671,0.036,61,8,1.55547E+12,367716.7094,5029919.568,45.40638537,-75.69625682,889
CHAMBERLAIN AVE @ PERCY ST,12853,0.0367,524,265,1.55547E+12,367558.7129,5029824.559,45.40554469,-75.69828708,890
CHAPEL ST @ SOMERSET ST,3633,0.0591,1609,143,1.57362E+12,369338.7084,5031905.58,45.4241071,-75.67527829,891
CHAPEL ST @ STEWART ST,3039,0.0232,957,125,1.57431E+12,369013.7081,5032438.592,45.42893285,-75.67936145,892
CHAPMAN BLVD @ OTHELLO AVE,3329,0.0525,177,37,1.56887E+12,373351.7301,5028988.549,45.39747929,-75.62440855,893
CHARLEMAGNE BLVD @ PRINCESS LOUISE DR W/VALADE,13790,0.0346,146,1,1.54753E+12,383520.7527,5037973.576,45.47724945,-75.49310454,894
CHARLES ST @ CRICHTON ST,1526,0.073,88,11,1.5731E+12,368053.6945,5033903.593,45.44220189,-75.69144077,895
CHARLOTTE ST @ RIDEAU ST,10868,0.0333,464,13,1.57552E+12,369249.709,5032859.592,45.43269914,-75.67629062,896
CHEVRIER ST @ TRENT ST,1540,0.0106,44,18,1.57544E+12,365643.7007,5026845.542,45.37890923,-75.7231155,897
CHRISTCRAFT WAY S @ TRESTLE ST,967,0.0729,82,2,1.5718E+12,369635.96,5008882.398,45.21692208,-75.67449414,898
CHURCHILL AVE @ DOVERCOURT AVE,12363,0.0477,458,179,1.57189E+12,363603.6934,5027423.547,45.38428423,-75.74909226,899
CHURCHILL AVE @ LANARK AVE,2684,0.0483,122,62,1.57189E+12,362985.6963,5028799.56,45.39671699,-75.75682099,900
CHURCHILL AVE @ RAVENHILL AVE,10756,0.0376,417,218,1.57232E+12,363311.6947,5028094.552,45.39034628,-75.75274113,901
CHURCHILL AVE @ RICHMOND RD,22142,0.0306,2839,391,1.56463E+12,363227.6938,5028292.551,45.39213486,-75.75379038,902
CHURCHILL AVE @ SCOTT ST,10534,0.0502,698,614,1.56567E+12,363094.6896,5028584.55,45.3947733,-75.7554544,903
CHURCHILL AVE @ WORKMAN AVE,4036,0.041,153,83,1.57189E+12,363064.6905,5028627.544,45.39516265,-75.75583244,904
CLARE ST @ EVERED AVE W,2532,0.0654,217,259,1.57189E+12,363617.9877,5027795.143,45.38762659,-75.74886546,905
CLAYMOR AVE @ MEADOWLANDS DR,14286,0.0196,332,6,1.5477E+12,366920.7054,5025322.525,45.36509341,-75.70700313,906
CLAYMOR AVE @ MEADOWLANDS DR,10968,0.0315,725,151,1.56999E+12,366920.7054,5025322.525,45.36509341,-75.70700313,907
CLAYMOR AVE @ NORMANDY CRES,790,0.0685,33,3,1.57362E+12,367122.4449,5025058.786,45.36270243,-75.70446135,908
CLEARVIEW AVE @ ISLAND PARK DR,16418,0.0103,138,478,1.56342E+12,363546.6893,5029364.565,45.40175396,-75.74958901,909
CLEGG ST @ COLONEL BY DR,13954,0.0045,237,678,1.56524E+12,368968.1362,5029741.861,45.40467281,-75.68029495,910
